
Testing FCFS
Proces: 11 [(3, 4), (4, 17), (4, 2), (4, 1), (4, 7), (5, 14), (8, 2), (9, 8), (11, 2), (12, 14), (14, 4), (15, 9), (17, 20), (17, 15), (18, 20), (19, 13), (19, 4), (20, 8), (20, 13), (21, 6), (21, 16), (24, 10), (24, 12), (26, 15), (28, 1), (30, 5), (31, 3), (31, 10), (33, 15), (34, 17), (37, 14), (40, 18), (41, 17), (41, 14), (41, 20), (42, 11), (44, 3), (45, 13), (48, 2), (51, 19), (51, 5), (52, 8), (53, 10), (53, 18), (54, 16), (54, 11), (55, 14), (56, 20), (56, 6), (56, 18), (57, 14), (57, 8), (57, 11), (58, 6), (58, 10), (58, 14), (60, 3), (61, 12), (61, 20), (62, 9), (62, 11), (62, 6), (62, 5), (63, 10), (63, 8), (63, 3), (66, 6), (66, 5), (68, 12), (68, 3), (68, 13), (69, 2), (71, 15), (72, 12), (73, 2), (73, 1), (73, 16), (74, 1), (74, 12), (76, 5), (77, 3), (77, 15), (82, 19), (83, 6), (83, 19), (83, 17), (84, 12), (86, 9), (86, 15), (87, 10), (87, 9), (89, 15), (92, 9), (94, 17), (94, 8), (95, 12), (98, 8), (98, 8), (99, 6), (99, 17)]
Proces: 12 [(0, 9), (1, 14), (1, 2), (1, 20), (1, 20), (2, 7), (3, 3), (6, 16), (6, 4), (7, 2), (8, 1), (8, 9), (9, 3), (10, 9), (10, 14), (12, 2), (13, 2), (14, 13), (16, 19), (16, 8), (17, 8), (17, 13), (18, 3), (18, 7), (20, 18), (22, 18), (22, 3), (23, 17), (23, 4), (23, 13), (23, 5), (24, 8), (24, 15), (25, 13), (26, 19), (26, 1), (27, 7), (30, 13), (32, 14), (35, 7), (37, 13), (37, 17), (39, 11), (39, 8), (40, 8), (41, 15), (42, 10), (43, 3), (47, 12), (48, 13), (49, 3), (51, 4), (52, 18), (53, 3), (53, 13), (53, 7), (56, 9), (57, 18), (57, 17), (57, 10), (57, 20), (58, 9), (59, 16), (60, 20), (61, 19), (61, 20), (61, 18), (63, 1), (65, 10), (65, 7), (65, 9), (66, 8), (67, 3), (68, 2), (72, 4), (72, 7), (75, 7), (75, 7), (75, 10), (76, 13), (76, 1), (76, 16), (77, 19), (78, 8), (78, 3), (79, 1), (79, 15), (81, 10), (81, 8), (83, 6), (83, 20), (84, 3), (87, 1), (90, 4), (92, 7), (93, 5), (97, 4), (99, 15), (99, 15), (99, 9)]
Proces: 13 [(0, 20), (1, 12), (1, 17), (3, 8), (3, 11), (3, 1), (4, 17), (4, 14), (5, 13), (5, 8), (7, 19), (7, 17), (9, 9), (11, 1), (13, 18), (14, 14), (14, 9), (16, 18), (17, 18), (17, 8), (18, 13), (18, 15), (22, 1), (22, 8), (24, 9), (24, 8), (25, 3), (25, 14), (26, 20), (28, 3), (28, 6), (29, 18), (29, 17), (30, 11), (30, 6), (33, 15), (34, 11), (34, 14), (35, 16), (35, 11), (40, 20), (43, 7), (43, 10), (44, 20), (45, 12), (46, 12), (46, 6), (46, 18), (47, 6), (47, 7), (48, 14), (51, 20), (53, 20), (53, 14), (54, 15), (57, 10), (58, 16), (59, 18), (60, 9), (60, 16), (60, 2), (61, 9), (62, 12), (64, 3), (64, 5), (64, 16), (65, 11), (65, 19), (65, 15), (65, 15), (66, 9), (69, 1), (71, 6), (71, 6), (71, 19), (77, 13), (77, 1), (78, 2), (79, 4), (79, 9), (81, 2), (81, 4), (82, 15), (82, 3), (84, 17), (85, 12), (85, 9), (86, 10), (86, 14), (87, 13), (88, 20), (88, 13), (88, 1), (89, 2), (89, 16), (90, 7), (93, 10), (94, 6), (97, 17), (97, 2)]
Proces: 14 [(0, 11), (1, 9), (3, 14), (4, 12), (5, 8), (5, 19), (8, 2), (14, 8), (15, 14), (16, 3), (16, 20), (16, 19), (16, 3), (16, 10), (17, 9), (18, 3), (18, 16), (20, 14), (21, 18), (21, 3), (22, 17), (25, 12), (27, 20), (28, 6), (30, 19), (30, 7), (30, 16), (33, 10), (33, 15), (33, 20), (33, 14), (33, 14), (35, 13), (37, 7), (37, 7), (37, 2), (38, 9), (40, 13), (42, 5), (43, 6), (44, 20), (45, 8), (45, 9), (45, 8), (46, 2), (47, 15), (48, 17), (49, 1), (54, 20), (54, 7), (54, 2), (55, 11), (55, 15), (56, 15), (56, 11), (58, 3), (60, 17), (60, 8), (62, 18), (62, 18), (63, 18), (66, 5), (67, 1), (68, 7), (68, 6), (68, 17), (70, 20), (71, 18), (72, 14), (72, 20), (74, 19), (75, 8), (75, 10), (76, 1), (81, 9), (81, 9), (82, 3), (82, 12), (83, 8), (83, 4), (85, 5), (85, 12), (85, 7), (87, 6), (87, 7), (88, 15), (88, 2), (89, 12), (89, 15), (89, 19), (89, 3), (90, 20), (91, 6), (92, 14), (94, 9), (94, 5), (95, 10), (95, 14), (95, 5), (97, 12)]
Proces: 15 [(0, 8), (2, 13), (3, 6), (3, 1), (4, 18), (4, 8), (10, 9), (11, 9), (11, 9), (12, 4), (12, 13), (12, 2), (13, 20), (13, 4), (13, 5), (13, 9), (14, 17), (14, 2), (15, 20), (16, 18), (18, 7), (19, 6), (21, 1), (23, 4), (24, 2), (24, 10), (25, 2), (26, 13), (27, 9), (31, 9), (31, 7), (32, 16), (32, 17), (33, 8), (33, 12), (33, 12), (33, 6), (34, 15), (35, 4), (36, 17), (37, 3), (37, 12), (38, 15), (38, 17), (40, 12), (43, 1), (44, 19), (45, 9), (46, 16), (47, 16), (48, 2), (49, 8), (49, 18), (50, 4), (50, 8), (51, 19), (54, 16), (54, 1), (55, 14), (56, 20), (57, 20), (58, 10), (60, 9), (60, 11), (62, 10), (62, 15), (62, 3), (62, 9), (62, 20), (62, 15), (64, 9), (65, 7), (65, 7), (68, 13), (69, 14), (70, 9), (70, 11), (72, 5), (73, 15), (74, 19), (75, 3), (75, 17), (76, 4), (76, 6), (77, 11), (79, 7), (80, 17), (80, 18), (81, 12), (82, 14), (83, 3), (84, 15), (87, 13), (87, 6), (88, 5), (89, 17), (90, 12), (94, 9), (94, 14), (95, 16)]
Proces: 16 [(1, 9), (2, 2), (3, 14), (5, 15), (7, 9), (7, 11), (7, 20), (9, 15), (9, 9), (10, 15), (10, 8), (12, 4), (12, 11), (12, 5), (14, 16), (15, 13), (16, 11), (18, 9), (20, 8), (20, 16), (20, 7), (21, 11), (22, 18), (22, 17), (25, 5), (26, 1), (28, 10), (29, 7), (29, 19), (30, 4), (31, 16), (33, 12), (35, 13), (36, 17), (36, 3), (37, 13), (39, 10), (39, 18), (40, 15), (40, 16), (40, 1), (41, 8), (43, 15), (43, 15), (43, 2), (43, 15), (45, 11), (49, 16), (49, 13), (49, 1), (50, 2), (51, 3), (51, 11), (53, 8), (53, 16), (55, 12), (56, 19), (57, 9), (60, 5), (60, 3), (61, 19), (62, 1), (63, 5), (63, 2), (64, 8), (64, 12), (64, 2), (65, 11), (66, 2), (66, 1), (68, 6), (70, 20), (70, 20), (72, 12), (72, 16), (72, 15), (73, 15), (74, 1), (74, 18), (76, 15), (77, 12), (78, 1), (78, 1), (78, 13), (85, 12), (86, 3), (87, 5), (87, 19), (88, 12), (89, 8), (90, 12), (90, 10), (90, 15), (92, 18), (92, 19), (93, 17), (93, 4), (94, 3), (94, 20), (96, 13)]
Proces: 17 [(0, 17), (1, 10), (1, 16), (2, 16), (3, 7), (4, 18), (4, 2), (5, 13), (7, 15), (9, 10), (10, 16), (10, 16), (12, 3), (13, 5), (13, 7), (14, 2), (14, 14), (16, 13), (17, 16), (18, 8), (18, 13), (19, 20), (19, 9), (21, 16), (22, 14), (23, 12), (26, 14), (26, 19), (28, 20), (28, 10), (28, 13), (29, 11), (30, 8), (30, 6), (30, 17), (30, 5), (30, 18), (31, 1), (31, 4), (32, 1), (34, 13), (36, 3), (36, 4), (37, 4), (38, 11), (38, 19), (39, 1), (39, 10), (40, 15), (44, 16), (46, 16), (46, 9), (47, 8), (50, 2), (51, 12), (51, 15), (52, 9), (52, 2), (53, 8), (53, 3), (54, 17), (54, 9), (55, 17), (56, 16), (56, 17), (57, 1), (58, 3), (58, 20), (58, 9), (58, 14), (59, 15), (61, 10), (61, 17), (62, 5), (64, 13), (65, 11), (69, 4), (70, 3), (72, 10), (74, 2), (74, 1), (76, 10), (77, 11), (80, 4), (82, 6), (82, 16), (83, 1), (85, 5), (85, 1), (85, 3), (85, 16), (89, 4), (92, 11), (93, 1), (93, 15), (93, 2), (94, 16), (95, 20), (97, 13), (97, 4)]
Proces: 18 [(2, 14), (2, 15), (2, 20), (3, 19), (6, 12), (6, 16), (6, 12), (6, 6), (6, 16), (7, 5), (7, 9), (8, 9), (9, 16), (9, 15), (10, 17), (12, 19), (14, 1), (14, 18), (15, 3), (17, 18), (17, 18), (18, 14), (19, 4), (20, 10), (21, 11), (21, 18), (22, 7), (24, 20), (24, 19), (25, 5), (25, 9), (27, 8), (27, 2), (28, 18), (29, 16), (29, 20), (31, 13), (32, 17), (32, 10), (32, 13), (33, 19), (37, 6), (38, 12), (38, 14), (39, 14), (39, 9), (40, 13), (40, 11), (40, 7), (40, 12), (42, 18), (42, 1), (42, 19), (44, 11), (45, 15), (46, 20), (47, 19), (47, 19), (50, 6), (51, 8), (51, 16), (53, 3), (54, 2), (57, 15), (57, 17), (60, 20), (60, 2), (61, 3), (62, 8), (64, 11), (66, 14), (66, 15), (66, 4), (66, 1), (67, 12), (68, 10), (69, 3), (69, 8), (70, 5), (70, 14), (71, 7), (71, 18), (72, 17), (72, 17), (74, 9), (75, 13), (75, 3), (84, 9), (87, 5), (88, 10), (90, 18), (90, 18), (93, 7), (93, 19), (95, 14), (95, 9), (96, 7), (97, 6), (98, 18), (99, 1)]
Proces: 19 [(0, 5), (0, 17), (2, 19), (9, 6), (11, 20), (12, 1), (13, 19), (16, 14), (16, 9), (16, 10), (18, 16), (18, 11), (22, 12), (23, 4), (23, 16), (24, 7), (25, 16), (25, 16), (26, 13), (27, 10), (27, 9), (28, 13), (28, 6), (30, 6), (30, 7), (31, 3), (32, 4), (33, 7), (33, 1), (34, 20), (34, 12), (34, 14), (36, 16), (37, 15), (38, 5), (41, 17), (42, 8), (43, 13), (43, 20), (45, 18), (45, 11), (47, 3), (49, 14), (50, 14), (51, 6), (51, 9), (53, 5), (54, 5), (54, 13), (55, 18), (58, 18), (60, 3), (61, 5), (61, 13), (61, 20), (62, 5), (62, 3), (63, 2), (65, 16), (65, 14), (67, 9), (67, 5), (68, 12), (68, 11), (69, 12), (70, 4), (71, 18), (71, 16), (72, 17), (72, 9), (73, 17), (73, 4), (73, 8), (74, 18), (75, 19), (75, 9), (78, 14), (80, 16), (82, 14), (84, 15), (84, 18), (86, 6), (87, 6), (87, 17), (87, 12), (90, 10), (90, 7), (90, 13), (90, 1), (92, 6), (93, 10), (94, 12), (94, 6), (94, 17), (95, 2), (98, 3), (98, 6), (98, 20), (98, 9), (99, 3)]
Proces: 20 [(0, 15), (1, 13), (2, 4), (3, 15), (3, 9), (5, 15), (8, 15), (8, 7), (9, 7), (9, 3), (12, 14), (12, 15), (13, 9), (13, 18), (14, 9), (14, 17), (15, 17), (16, 16), (16, 6), (17, 16), (17, 11), (20, 14), (22, 14), (23, 1), (23, 15), (24, 5), (25, 3), (25, 4), (25, 20), (26, 13), (28, 5), (29, 18), (31, 3), (32, 7), (33, 17), (33, 15), (34, 4), (36, 15), (36, 17), (37, 17), (38, 10), (39, 1), (39, 14), (40, 2), (40, 14), (42, 12), (42, 4), (46, 3), (46, 15), (48, 15), (49, 3), (50, 12), (51, 10), (52, 11), (54, 18), (54, 5), (55, 10), (56, 10), (57, 14), (59, 15), (59, 4), (59, 17), (60, 3), (61, 20), (61, 17), (61, 2), (63, 12), (64, 15), (65, 7), (65, 9), (66, 4), (67, 10), (69, 15), (71, 10), (72, 20), (72, 18), (72, 14), (73, 17), (73, 4), (74, 5), (74, 14), (75, 12), (75, 4), (76, 9), (79, 10), (79, 2), (81, 2), (81, 17), (82, 17), (83, 9), (83, 7), (84, 1), (86, 2), (86, 2), (87, 11), (89, 13), (90, 15), (94, 6), (96, 13), (98, 11)]
Proces: 21 [(0, 11), (0, 6), (0, 9), (1, 20), (1, 3), (3, 7), (4, 7), (5, 7), (7, 13), (8, 18), (9, 4), (10, 7), (10, 19), (11, 17), (11, 11), (12, 3), (12, 10), (12, 3), (12, 1), (14, 10), (15, 1), (15, 15), (16, 11), (16, 14), (16, 18), (17, 11), (17, 10), (19, 9), (20, 20), (20, 6), (20, 1), (21, 1), (22, 3), (22, 9), (24, 9), (24, 10), (25, 8), (26, 7), (27, 8), (27, 1), (28, 19), (28, 4), (28, 17), (30, 2), (32, 3), (33, 4), (34, 8), (35, 4), (37, 7), (37, 20), (38, 9), (38, 5), (39, 9), (40, 11), (41, 19), (42, 14), (46, 20), (46, 10), (47, 10), (49, 4), (49, 5), (50, 15), (51, 4), (51, 4), (52, 14), (54, 12), (55, 6), (56, 2), (57, 14), (57, 16), (58, 17), (60, 19), (62, 13), (64, 1), (66, 7), (71, 14), (71, 11), (73, 8), (73, 4), (73, 16), (76, 15), (77, 2), (79, 11), (79, 13), (82, 3), (84, 10), (84, 2), (85, 6), (85, 17), (86, 13), (86, 4), (88, 10), (88, 5), (88, 20), (89, 17), (91, 1), (92, 5), (95, 7), (96, 2), (99, 19)]
Proces: 22 [(0, 1), (0, 16), (1, 12), (2, 5), (3, 7), (4, 11), (4, 14), (6, 9), (6, 9), (7, 10), (8, 18), (8, 6), (9, 7), (11, 6), (12, 13), (12, 6), (13, 6), (14, 6), (15, 1), (15, 18), (17, 17), (17, 18), (17, 1), (17, 5), (18, 8), (19, 6), (19, 16), (21, 14), (23, 17), (26, 19), (28, 19), (29, 2), (31, 6), (31, 6), (32, 13), (33, 19), (34, 1), (37, 12), (39, 8), (41, 8), (42, 12), (43, 5), (43, 5), (46, 5), (47, 19), (47, 6), (47, 20), (48, 8), (48, 5), (49, 7), (49, 11), (50, 3), (51, 16), (52, 6), (54, 3), (55, 14), (56, 14), (57, 17), (58, 6), (60, 17), (60, 8), (60, 18), (61, 7), (61, 10), (62, 13), (62, 17), (62, 19), (67, 8), (68, 14), (69, 16), (70, 11), (71, 20), (71, 3), (74, 14), (75, 9), (76, 17), (77, 11), (78, 15), (80, 12), (81, 10), (83, 12), (84, 8), (84, 10), (85, 2), (85, 6), (86, 17), (87, 2), (88, 14), (88, 4), (91, 16), (91, 1), (93, 3), (93, 16), (94, 3), (94, 19), (96, 5), (97, 20), (98, 14), (99, 14), (99, 16)]
